,d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,FIPS_wikidata,State_wikidata
3032,3032,22091,LA,St. Helena Parish,2,2558,Q507112,Q1588
3033,3033,27119,MN,Polk County,3,4410,Q372648,Q1527
3034,3034,48103,TX,Crane County,6,488,Q109447,Q1439
3035,3035,1129,AL,Washington County,8,3018,N/A,Q173
3036,3036,39051,OH,Fulton County,2,3719,Q485539,Q1397
3037,3037,23019,ME,Penobscot County,3,21460,Q1124743,Q724
3038,3038,13225,GA,Peach County,6,5522,Q491553,Q1428
3039,3039,12129,FL,Wakulla County,2,3728,Q505417,Q812
3040,3040,41067,OR,Washington County,1,51702,Q484538,Q824
3041,3041,18145,IN,Shelby County,1,5340,Q431826,Q1415
3042,3042,42053,PA,Forest County,9,1172,Q494236,Q1400
3043,3043,19017,IA,Bremer County,3,1557,Q113763,Q1546
3044,3044,21179,KY,Nelson County,1,5236,Q594313,Q1603
3045,3045,19191,IA,Winneshiek County,7,1709,Q485361,Q1546
3046,3046,12047,FL,Hamilton County,6,3363,Q257311,Q812
3047,3047,48501,TX,Yoakum County,7,1025,Q112619,Q1439
3048,3048,45067,SC,Marion County,6,7915,Q502456,Q1456
3049,3049,21059,KY,Daviess County,3,15895,Q400757,Q1603
3050,3050,26101,MI,Manistee County,7,3255,Q502727,Q1166
3051,3051,13149,GA,Heard County,1,2227,Q486348,Q1428
3052,3052,19065,IA,Fayette County,6,2449,Q486184,Q1546
3053,3053,45015,SC,Berkeley County,2,25313,Q495105,Q1456
3054,3054,21017,KY,Bourbon County,2,3466,Q486105,Q1603
3055,3055,37195,NC,Wilson County,4,17798,Q510900,Q1454
3056,3056,6041,CA,Marin County,1,19932,N/A,Q99
3057,3057,5111,AR,Poinsett County,3,5352,N/A,Q1612
3058,3058,29207,MO,Stoddard County,7,5545,Q497646,Q1581
3059,3059,49013,UT,Duchesne County,6,2765,Q26564,Q829
3060,3060,47055,TN,Giles County,6,4751,Q502479,Q1509
3061,3061,18023,IN,Clinton County,6,4317,Q509861,Q1415
3062,3062,29047,MO,Clay County,1,19868,Q484474,Q1581
3063,3063,22045,LA,Iberia Parish,4,16885,Q504415,Q1588
3064,3064,48193,TX,Hamilton County,6,1229,Q109308,Q1439
3065,3065,21069,KY,Fleming County,7,3066,Q888563,Q1603
3066,3066,29219,MO,Warren County,1,3935,Q497634,Q1581
3067,3067,37143,NC,Perquimans County,9,2239,Q201014,Q1454
3068,3068,42031,PA,Clarion County,6,5628,Q494198,Q1400
3069,3069,1069,AL,Houston County,3,19878,N/A,Q173
3070,3070,18169,IN,Wabash County,6,3428,Q505305,Q1415
3071,3071,48079,TX,Cochran County,9,665,Q109779,Q1439
3072,3072,29003,MO,Andrew County,3,1657,Q484748,Q1581
3073,3073,54035,WV,Jackson County,6,4546,Q504856,Q1371
3074,3074,27165,MN,Watonwan County,7,1216,Q491292,Q1527
3075,3075,40029,OK,Coal County,9,1222,Q490727,Q1649
3076,3076,27111,MN,Otter Tail County,6,5976,Q180785,Q1527
3077,3077,51830,VA,Williamsburg city,1,2275,Q492346,Q1370
3078,3078,48191,TX,Hall County,9,795,Q108803,Q1439
3079,3079,51021,VA,Bland County,8,800,Q495112,Q1370
3080,3080,39009,OH,Athens County,4,16044,Q485588,Q1397
3081,3081,8005,CO,Arapahoe County,1,56898,N/A,Q1261
3082,3082,39049,OH,Franklin County,1,205476,Q113237,Q1397
3083,3083,46017,SD,Buffalo County,9,804,Q484450,Q1211
3084,3084,17023,IL,Clark County,6,1884,Q110532,Q1204
3085,3085,47027,TN,Clay County,8,1681,Q494818,Q1509
3086,3086,26145,MI,Saginaw County,3,33068,Q82505,Q1166
3087,3087,41025,OR,Harney County,7,1171,Q484367,Q824
3088,3088,51157,VA,Rappahannock County,8,729,Q510920,Q1370
3089,3089,39063,OH,Hancock County,4,7385,Q402938,Q1397
3090,3090,17115,IL,Macon County,3,17760,Q115324,Q1204
3091,3091,29103,MO,Knox County,9,728,Q490104,Q1581
3092,3092,51137,VA,Orange County,6,3212,Q506225,Q1370
3093,3093,26085,MI,Lake County,8,2430,Q63771,Q1166
3094,3094,37031,NC,Carteret County,4,8321,Q497817,Q1454
3095,3095,16035,ID,Clearwater County,6,1241,Q175799,Q1221
3096,3096,55113,WI,Sawyer County,9,2434,Q500784,Q1537
3097,3097,48435,TX,Sutton County,7,542,Q26891,Q1439
3098,3098,54039,WV,Kanawha County,2,30852,Q501800,Q1371
3099,3099,6017,CA,El Dorado County,1,16073,N/A,Q99
3100,3100,35031,NM,McKinley County,4,25540,Q493250,Q1522
3101,3101,20187,KS,Stanton County,9,220,Q377035,Q1558
3102,3102,48461,TX,Upton County,8,491,Q113940,Q1439
3103,3103,39021,OH,Champaign County,6,4194,Q389573,Q1397
3104,3104,48083,TX,Coleman County,6,1681,Q109825,Q1439
3105,3105,21191,KY,Pendleton County,1,2069,Q497707,Q1603
3106,3106,13187,GA,Lumpkin County,6,4711,Q492040,Q1428
3107,3107,51191,VA,Washington County,3,7744,Q510915,Q1370
3108,3108,18113,IN,Noble County,6,5308,Q506525,Q1415
3109,3109,42125,PA,Washington County,1,19752,Q497200,Q1400
3110,3110,1043,AL,Cullman County,6,12133,N/A,Q173
3111,3111,13157,GA,Jackson County,6,8097,Q486137,Q1428
3112,3112,23027,ME,Waldo County,6,5514,Q507931,Q724
3113,3113,45029,SC,Colleton County,6,8774,Q502473,Q1456
3114,3114,20147,KS,Phillips County,7,673,Q374404,Q1558
3115,3115,25009,MA,Essex County,1,81646,Q54076,Q771
3116,3116,47023,TN,Chester County,3,2573,Q494799,Q1509
3117,3117,51081,VA,Greensville County,6,2119,Q340605,Q1370
3118,3118,29077,MO,Greene County,2,45710,Q490357,Q1581
3119,3119,46073,SD,Jerauld County,9,240,Q495608,Q1211
3120,3120,18157,IN,Tippecanoe County,3,30478,Q507365,Q1415
3121,3121,31075,NE,Grant County,9,64,Q339175,Q1553
3122,3122,5049,AR,Fulton County,9,2767,N/A,Q1612
3123,3123,51610,VA,Falls Church city,1,509,Q408744,Q1370
3124,3124,40021,OK,Cherokee County,6,10863,Q491633,Q1649
3125,3125,29011,MO,Barton County,6,1899,Q484501,Q1581
3126,3126,12033,FL,Escambia County,2,45044,Q156643,Q812
3127,3127,26027,MI,Cass County,2,6579,Q167583,Q1166
3128,3128,13171,GA,Lamar County,1,3142,Q493049,Q1428
3129,3129,40089,OK,McCurtain County,7,8299,Q495851,Q1649
3130,3130,30093,MT,Silver Bow County,5,5193,Q484513,Q1212
3131,3131,55101,WI,Racine County,3,25798,Q510122,Q1537
3132,3132,21217,KY,Taylor County,7,5098,Q473605,Q1603
3133,3133,22047,LA,Iberville Parish,2,6615,Q504350,Q1588
3134,3134,26139,MI,Ottawa County,3,24520,Q94673,Q1166
3135,3135,19155,IA,Pottawattamie County,2,9395,Q487677,Q1546
